,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
543481,2372,Terrapin Beer Company,1179026402,4.5,4.5,4.0,TheManiacalOne,American Amber / Red Ale,4.0,4.0,Terrapin Big Hoppy Monster,8.3,20232
517187,113,Samuel Smith Old Brewery (Tadcaster),1113186516,4.0,5.0,4.0,pikemark,Euro Pale Lager,3.0,3.0,Samuel Smith's Organically Produced Lager Beer,5.0,778
891129,147,Stone Brewing Co.,1308876502,1.5,1.5,3.5,chugalug06,American Pale Ale (APA),3.0,1.5,San Diego County Session Ale,4.2,60842
167922,610,Bear Republic Brewing Co.,1204684329,4.0,4.5,4.0,kcillini77,American IPA,3.5,4.5,Racer 5 India Pale Ale,7.0,2751
1344240,201,Brouwerij De Dolle Brouwers,1062508390,4.0,3.5,4.0,ImperialScott,Belgian Strong Pale Ale,4.0,4.0,De Dolle Stille Nacht,12.0,817
771654,42,Brewery Ommegang,1299990022,4.0,4.0,4.0,tempest,Belgian Strong Dark Ale,4.5,3.5,Ommegang Adoration Ale,10.0,51619
1200006,9629,Short's Brewing Company,1305766415,3.5,3.0,4.0,Nuggethops,American Porter,3.5,3.5,Short's Black Cherry Porter,7.0,19686
474303,392,Weyerbacher Brewing Co.,1281706385,4.5,4.5,4.5,Spica66,Russian Imperial Stout,4.5,4.5,Heresy,8.0,18198
861704,9790,The Duck-Rabbit Craft Brewery,1185947315,4.0,4.5,4.0,Zorro,Scotch Ale / Wee Heavy,4.0,4.0,Duck-Rabbit Wee Heavy Scotch Style Ale,8.0,30521
997241,15237,De Struise Brouwers,1286546231,4.0,4.0,4.5,eric5bellies,Doppelbock,4.0,4.5,Doppel Strauss,8.0,53874
611022,25544,5 Rabbit Cerveceria,1322778513,4.0,4.5,3.5,rhoadsrage,Chile Beer,4.0,4.0,5 Vulture,6.4,68712
1224245,2874,Brasserie St. Feuillien,1169517370,5.0,4.5,3.5,Dukeofearl,Belgian Strong Dark Ale,4.5,5.0,St. Feuillien Cuvée De Noël,9.0,6804
1435146,596,Portsmouth Brewery,1267580333,5.0,4.0,4.5,ColForbinBC,Russian Imperial Stout,5.0,5.0,Portsmouth Kate The Great,12.0,23030
926853,287,"Bell's Brewery, Inc.",1197915933,1.5,1.5,2.5,mfreire212,American Stout,2.0,1.5,Bell's Cherry Stout,7.0,2511
22896,1199,Founders Brewing Company,1133655697,4.0,4.0,5.0,Sudmissle,American Double / Imperial Stout,5.0,5.0,Founders Breakfast Stout,8.3,11757
1226054,347,Bar Harbor Brewing Company,1274490744,4.0,3.5,4.0,ShadesOfGray,American Stout,3.5,3.5,Cadillac Mountain Stout,6.7,3338
415073,73,Great Lakes Brewing Company,1244166757,4.5,5.0,5.0,beerman207,Russian Imperial Stout,4.5,5.0,Great Lakes Barrel-Aged Blackout Stout,9.5,27143
1409269,664,Wells & Young's Ltd,1140681903,4.0,3.0,4.5,kmcnair,Milk / Sweet Stout,4.0,3.5,Young's Double Chocolate Stout,5.2,73
1058712,200,Mendocino Brewing Company,1210466489,3.0,3.0,2.0,Onslow,American IPA,3.0,3.0,White Hawk Original IPA,7.0,4970
1343023,609,Bison Brewing,1149781594,4.0,3.5,3.5,rodrot,English Barleywine,4.0,4.0,Bison Organic Barleywine Ale,9.5,29689
1466253,96,Magic Hat Brewing Company,1045426191,4.0,3.5,4.0,MaineBeerMan,American Pale Ale (APA),3.5,4.0,Fat Angel,5.0,295
818915,99,Matt Brewing Company,1238865876,3.0,3.0,4.0,Durge,Oatmeal Stout,2.5,3.0,Saranac Oatmeal Stout,5.1,26619
864465,9790,The Duck-Rabbit Craft Brewery,1260492565,3.5,3.5,4.0,rudylaw,Russian Imperial Stout,3.5,3.5,Duck-Rabbit Rabid Duck,10.0,27249
167806,610,Bear Republic Brewing Co.,1216423794,4.5,3.5,4.0,rodrot,American IPA,4.0,4.0,Racer 5 India Pale Ale,7.0,2751
491887,132,Rogue Ales,1121049390,4.5,5.0,4.0,bootylicious,American Pale Ale (APA),4.0,5.0,Chamomile Ale,,9727
1209645,898,Heavy Seas Beer,1150592111,4.0,4.0,4.0,merlin48,American IPA,4.0,4.5,Heavy Seas - Loose Cannon (Hop3 Ale),7.25,25755
626945,25960,Heretic Brewing Company,1319483819,3.0,3.0,4.0,MrTopher,American Double / Imperial IPA,4.0,3.0,Evil Cousin,8.0,72964
999818,10707,Trader Joe's Brewing Company,1199421019,3.0,3.5,4.5,Gump,German Pilsener,3.0,3.0,Josephs Brau Hopfest German Style Pilsner,5.0,39382
1218618,4,Allagash Brewing Company,1206411111,4.5,4.0,4.0,KI9A,Witbier,4.5,4.0,Allagash White,5.2,59
1404302,18134,Redhook Ale Brewery,1053110421,3.0,3.0,3.0,dmarch,Rye Beer,3.0,2.5,Sunrye Ale,4.7,9410
1008129,440,Ochakovo,1300824684,3.5,3.5,4.0,woodychandler,Kvass,2.0,3.5,Ochakovskiy Kvass,2.0,43111
686794,22893,Epic Brewing Co.,1320546293,3.0,4.0,4.5,biglite351,American Double / Imperial Stout,3.0,3.0,Big Bad Baptist,11.7,73618
1012445,143,Spoetzl Brewery,1303231357,3.5,4.0,3.0,loobear,Fruit / Vegetable Beer,2.0,3.5,Shiner Ruby Redbird,4.01,67274
1142625,863,Russian River Brewing Company,1302964586,4.0,4.5,4.0,Dreadnaught33,American Wild Ale,4.0,4.0,Temptation,7.25,9474
545503,2854,Flensburger Brauerei GmbH Und Co. KG,1206366887,1.5,2.0,2.5,stcules,German Pilsener,1.5,1.5,Flensburger Pilsener,4.8,6710
1446639,63,Deschutes Brewery,1215971654,3.5,3.0,3.0,JBogan,Witbier,4.0,3.5,20th Anniversary Wit,5.5,43397
201080,192,New Belgium Brewing,1185862398,4.5,3.5,4.0,Clockwork420,American Amber / Red Ale,4.5,4.0,Fat Tire Amber Ale,5.2,607
403126,694,Tröegs Brewing Company,1263347694,3.5,3.5,3.5,tuckevalastin,Belgian Strong Dark Ale,4.0,4.0,Tröegs Mad Elf,11.0,7531
1339377,26,Three Floyds Brewing Co. & Brewpub,1084883172,4.5,4.0,4.5,andyo,American Pale Ale (APA),4.0,4.5,Alpha King Pale Ale,6.0,39
144017,17981,Cigar City Brewing,1299621264,4.0,4.5,4.5,mdaschaf,American IPA,4.0,4.0,Jai Alai IPA - Cedar Aged (Humidor Series),7.5,50081
1270949,16410,The Funky Buddha Lounge & Brewery,1318268504,4.5,4.5,4.0,dimenhetfield,Berliner Weissbier,4.0,5.0,Ich Bin Lime Berliner,4.0,73591
1379874,180,Brouwerij Huyghe,1092675007,1.5,1.5,2.0,rastaman,Fruit / Vegetable Beer,1.5,1.5,Florisgaarden Passion,3.0,4933
675263,11036,Foothills Brewing Company,1265775897,4.5,4.5,4.0,zoso493,Russian Imperial Stout,4.0,4.5,Sexual Chocolate,9.75,35284
1120616,141,Smuttynose Brewing Company,1259036607,4.0,3.5,4.0,towersfall,American Pale Ale (APA),3.5,4.0,Smuttynose Shoals Pale Ale,5.4,186
1339629,26,Three Floyds Brewing Co. & Brewpub,1295484222,4.5,4.5,4.0,tsatem,American Pale Ale (APA),4.0,4.0,Alpha King Pale Ale,6.0,39
567685,10897,Carlsberg Sverige AB,1062289996,3.5,3.0,3.0,jcalabre,Baltic Porter,3.5,3.5,"Carnegie Porter 5,5%",5.5,755
1241823,209,Guinness Ltd.,1134648680,3.0,3.0,4.0,Finite,Irish Dry Stout,3.0,2.5,Guinness Draught,4.2,754
958366,193,Anderson Valley Brewing Company,1163988540,4.0,4.5,4.5,GbVDave,American IPA,4.0,4.5,Hop Ottin' IPA,7.0,611
507744,132,Rogue Ales,1125966524,4.0,4.0,4.5,CortexBomb,American Stout,4.0,4.5,Chocolate Stout,6.0,1118
156329,3818,Southern Tier Brewing Company,1244401496,4.0,3.5,3.5,coachdonovan,American Black Ale,4.0,4.5,Iniquity (Imperial Black Ale),9.0,47228
1123034,11961,Brasserie la Botteresse de Sur-les-Bois,1256331252,4.5,4.0,4.5,NeroFiddled,Belgian Strong Dark Ale,4.0,4.5,La Botteresse Noire,10.5,48460
200691,192,New Belgium Brewing,1307668149,4.0,3.0,3.5,beertunes,Belgian Strong Pale Ale,3.5,3.5,Lips Of Faith - Super Cru,10.0,68485
379010,1435,Tuborgs Bryggerier A/S,1079268841,3.5,2.5,2.5,cypressbob,Euro Pale Lager,3.0,3.0,Tuborg Pilsner Beer (Green / Grøn),4.6,13176
774076,42,Brewery Ommegang,1275334017,4.5,4.0,4.5,KTCamm,Saison / Farmhouse Ale,4.0,5.0,Hennepin (Farmhouse Saison),7.7,141
877606,147,Stone Brewing Co.,1168659375,4.0,4.0,4.0,LinusStick,American IPA,3.5,4.0,Stone IPA (India Pale Ale),6.9,88
1486045,23980,Yuengling Brewery ,1160951559,3.5,3.0,3.0,Steimes,American Pale Lager,3.0,2.5,Yuengling Premium Beer,4.4,588
1229509,107,Millstream Brewing Company,1084831256,4.5,3.5,3.5,Dantes,Vienna Lager,4.0,3.5,Millstream Schild Brau Amber,4.9,336
224897,158,Great Divide Brewing Company,1253980973,3.5,3.5,4.5,SLeffler27,American Porter,3.5,4.0,Saint Bridget's Porter,5.9,262
1523458,45,Brooklyn Brewery,1264832403,4.5,3.5,4.0,WorldWideStout,American Porter,3.5,4.0,Cookie Jar Porter,7.8,55635
23619,1199,Founders Brewing Company,1290381087,4.5,5.0,4.5,heebes,American Double / Imperial Stout,5.0,4.5,Founders Breakfast Stout,8.3,11757
637274,30,Avery Brewing Company,1237613305,2.0,3.5,4.0,johnnieoz,American Wild Ale,3.5,2.0,Brabant,8.65,47139
1253483,368,Capital Brewery,1084055986,4.0,3.0,4.5,budgood1,Maibock / Helles Bock,4.5,4.0,Maibock,6.2,984
280020,894,the Nils Oscar Company,1314839415,4.5,4.0,4.0,Bung,Smoked Beer,4.0,4.5,Nils Oscar Rökporter,5.9,49036
1305449,29,Anheuser-Busch,1305503887,3.0,3.0,3.0,depechemode1983,Light Lager,3.0,3.0,Bud Light Lime,4.2,41821
1418054,139,Shipyard Brewing Co.,1304476371,3.0,4.0,4.0,andrenaline,American Double / Imperial IPA,3.0,3.5,Shipyard XXXX IPA (Pugsley's Signature Series),9.25,48578
995603,15237,De Struise Brouwers,1318139285,4.5,4.0,4.5,KickInTheChalice,Quadrupel (Quad),4.0,4.0,Pannepot,10.0,34306
846881,72,Weisses Bräuhaus G. Schneider & Sohn GmbH,1301166603,3.0,3.0,4.0,bobhits,Eisbock,2.0,2.5,Schneider Aventinus Weizen-Eisbock,12.0,1934
851444,417,August Schell Brewing Company,1274398713,5.0,4.5,3.5,Parrotbeak,Altbier,4.5,5.0,Barrel Aged Schmaltz's Alt,5.1,58093
497617,132,Rogue Ales,1236651137,3.5,4.0,5.0,biegaman,American IPA,3.5,4.0,Brutal Bitter Ale,5.8,361
567371,33,Berkshire Brewing Company Inc.,1227664747,4.5,4.0,4.0,duffextracold,Märzen / Oktoberfest,4.0,4.5,Berkshire Oktoberfest Lager,6.8,6258
1544753,345,Victory Brewing Company,1015106280,5.0,4.0,5.0,MississaugaMatt,American IPA,5.0,5.0,HopDevil Ale,6.7,1005
920900,21396,Big Muddy Brewing,1326085054,4.0,4.0,3.0,mynie,American Pale Ale (APA),3.5,4.0,Big Muddy Pale Ale,6.0,63723
1481208,124,Paulaner Brauerei GmbH & Co. KG,1261008559,4.0,4.0,4.0,rfabian,Märzen / Oktoberfest,4.5,4.0,Paulaner Oktoberfest-Märzen,6.0,386
252512,1141,Brasserie Dieu Du Ciel,1215394066,2.5,4.0,4.0,TurdFurgison,American IPA,3.5,3.5,Corne Du Diable,6.5,16376
895198,147,Stone Brewing Co.,1152159359,4.0,4.0,3.5,Matthew,Belgian Strong Dark Ale,4.0,4.0,Stone 06.06.06 Vertical Epic Ale,8.66,30928
301955,35,Boston Beer Company (Samuel Adams),1248534533,4.0,3.5,3.5,tempest,English Pale Ale,3.5,3.5,Samuel Adams Pale Ale,5.25,833
418502,73,Great Lakes Brewing Company,1242873054,4.5,4.0,4.0,barleywinefiend,Russian Imperial Stout,4.0,4.5,Great Lakes Blackout Stout,9.0,15813
682305,741,"Lakefront Brewery, Inc.",1098668555,3.0,3.5,3.5,Guinness4me,Fruit / Vegetable Beer,3.0,3.0,Pumpkin Lager Beer,6.0,6412
1073501,2137,Breckenridge Brewery,1324312221,3.5,4.0,4.0,iSip,Oatmeal Stout,4.0,3.5,Oatmeal Stout,4.95,2354
618464,10097,Harpoon Brewery,1161742951,4.0,3.5,3.5,treehugger02010,American Pale Wheat Ale,4.0,4.0,UFO Hefeweizen,5.1,318
1364166,220,Lagunitas Brewing Company,1191510751,4.5,4.0,3.5,OWSLEY069,American Double / Imperial IPA,4.0,4.0,Hop Stoopid,8.0,35738
94149,140,Sierra Nevada Brewing Co.,1274238455,4.0,4.5,4.5,Bouleboubier,American IPA,4.5,4.5,Sierra Nevada Torpedo Extra IPA,7.2,30420
593091,1549,Goose Island Beer Co.,1281926845,4.0,4.0,4.0,BedetheVenerable,English Bitter,4.0,4.0,Honker's Ale,4.2,1157
841543,5316,Full Sail Brewery & Tasting Room & Pub,1315779562,4.0,4.0,5.0,chicagobill13,American Amber / Red Ale,4.0,4.5,Full Sail Amber,5.5,213
31364,1199,Founders Brewing Company,1299361596,5.0,5.0,4.5,schmidtn,American IPA,4.5,5.0,Founders Centennial IPA,7.2,5441
491473,132,Rogue Ales,1211862796,3.5,4.0,4.0,Slynger,Chile Beer,4.0,4.0,Chipotle Ale,5.5,354
507980,132,Rogue Ales,1071295205,4.0,3.5,3.5,AtLagerHeads,American Stout,4.0,3.5,Chocolate Stout,6.0,1118
228252,158,Great Divide Brewing Company,1326006155,4.0,4.5,4.0,BucannonXC5,American Double / Imperial IPA,4.5,4.0,Hercules Double IPA,10.0,17060
182790,396,AleSmith Brewing Company,1312412964,4.0,4.0,4.0,Cmack15,American Double / Imperial IPA,4.0,4.0,YuleSmith (Summer),8.5,7284
1134032,863,Russian River Brewing Company,1240456532,4.5,5.0,4.5,JamesP123,American Double / Imperial IPA,4.5,5.0,Pliny The Elder,8.0,7971
594728,1549,Goose Island Beer Co.,1234648384,4.0,4.0,4.0,Jwale73,Belgian Strong Pale Ale,4.0,4.0,Matilda,7.0,4318
658809,13302,Butternuts Beer & Ale,1282693163,4.0,3.5,4.5,STEG,American IPA,4.0,4.0,Snapperhead IPA,6.8,34968
648036,30,Avery Brewing Company,1273289038,4.5,4.0,4.0,emmasdad,Extra Special / Strong Bitter (ESB),4.0,3.5,14'ER ESB,5.13,67
881435,147,Stone Brewing Co.,1276269715,4.5,4.5,4.0,Chico1985,Russian Imperial Stout,5.0,5.0,Stone Imperial Russian Stout,10.5,1160
1330200,26,Three Floyds Brewing Co. & Brewpub,1321924350,3.0,3.0,4.0,syrupjoe,Scottish Ale,2.5,3.5,Robert The Bruce Scottish Ale,6.5,1159
96281,140,Sierra Nevada Brewing Co.,1073228679,3.5,3.0,3.0,Foxman,American Pale Wheat Ale,3.0,3.0,Sierra Nevada Wheat Beer,4.4,282
442903,16333,Tallgrass Brewing Company,1304023833,4.0,4.0,4.0,midwestbrewers,American Double / Imperial IPA,3.5,4.0,Tallgrass Oasis,7.2,54063
1549273,345,Victory Brewing Company,1277003178,2.5,4.0,3.5,SpeedwayJim,Russian Imperial Stout,3.0,3.0,Storm King Stout,9.1,1013
1506788,321,Brasserie d'Achouffe,1266754109,4.5,4.0,4.0,Stavage,Belgian Strong Pale Ale,5.0,4.0,La Chouffe,8.0,1836
889414,147,Stone Brewing Co.,1252371239,4.5,4.0,3.5,shark262,American Barleywine,5.0,4.5,Stone Old Guardian Barley Wine 2009 Double Dry Hopped,11.3,48523
634121,16105,Mayflower Brewing Company,1289172730,3.5,3.5,4.0,Jayli,American Dark Wheat Ale,4.0,3.5,Autumn Wheat Ale,5.8,61138
1535453,1534,Brouwerij Het Anker,1174935432,4.0,4.0,4.0,jeffaz02t,Belgian Strong Dark Ale,4.0,4.0,Gouden Carolus Noël / Christmas,10.0,7286
475218,392,Weyerbacher Brewing Co.,1163726300,3.5,4.0,4.0,dherling,Quadrupel (Quad),4.5,4.0,Quad,11.8,1635
524003,113,Samuel Smith Old Brewery (Tadcaster),1235529108,4.0,4.0,4.5,drummerben,Russian Imperial Stout,4.5,3.5,Samuel Smith's Imperial Stout,7.0,782
1119599,141,Smuttynose Brewing Company,1054468096,4.0,4.0,4.0,WanderingFool,Maibock / Helles Bock,4.5,4.5,Smuttynose Maibock (Big Beer Series),8.7,188
645470,30,Avery Brewing Company,1172373073,4.0,4.0,4.0,Wasatch,Märzen / Oktoberfest,4.0,4.0,The Kaiser,10.03,19425
452101,590,New Glarus Brewing Company,1222123020,4.0,3.5,3.5,brewmudgeon,American Pale Lager,3.0,3.5,Totally Naked,4.25,6228
1398330,22951,Clown Shoes,1305508800,4.0,4.0,4.0,emerge077,American Black Ale,3.5,4.0,Hoppy Feet,7.0,55019
1469212,458,Real Ale Brewing Company,1266546580,4.0,4.0,4.5,osterlorp,Extra Special / Strong Bitter (ESB),3.0,4.5,Phoenixx Double ESB,7.2,27599
242641,48,Brouwerij Van Steenberge N.V.,1184022658,3.5,3.5,3.0,barefootbrewer,Belgian Pale Ale,3.5,3.5,Bière Du Boucanier Red,7.0,20237
19748,1199,Founders Brewing Company,1302918030,4.0,4.0,4.5,Preismj,Russian Imperial Stout,4.0,4.0,Founders Imperial Stout,10.5,21822
511987,428,Mahrs-Bräu,1138071651,3.0,4.0,4.0,frazbri,Keller Bier / Zwickel Bier,4.5,3.0,Mahr's Ungespundet-hefetrüb,5.2,2412
103922,24300,Evil Twin Brewing,1324091966,3.5,4.0,4.0,drabmuh,American Double / Imperial Stout,3.5,3.5,Evil Twin Christmas Eve At A New York City Hotel Room (2011),10.0,76028
1213884,415,Sleeman Breweries Ltd.,1296623770,2.5,2.5,3.0,biegaman,English Porter,2.0,2.0,Sleeman Porter (68*),5.5,26795
365054,22,Unibroue,1193523278,3.5,4.5,4.0,CharlesRiver,Belgian Strong Pale Ale,3.5,4.0,Unibroue 16,10.0,35299
41974,1315,Klosterbrauerei Weltenburg,1198425609,4.0,3.5,4.0,NeroFiddled,Märzen / Oktoberfest,3.5,4.0,Weltenburger Kloster Anno 1050,5.5,5537
1110948,1499,Carolina Brewing Company,1285611150,3.5,3.5,3.5,BeerAdvocate,American IPA,3.5,3.5,Carolina India Pale Ale,5.4,23738
1282212,335,New Holland Brewing Company,1294864656,4.0,4.0,3.5,Onenote81,American Wild Ale,3.5,4.0,Blue Sunday Sour,8.7,43717
280183,894,the Nils Oscar Company,1231727097,4.5,4.5,5.0,Cyberkedi,Russian Imperial Stout,5.0,4.5,Nils Oscar Imperial Stout,7.0,3016
780043,13014,Surly Brewing Company,1267922561,4.5,4.0,4.5,portia99,Russian Imperial Stout,4.5,4.5,Darkness,10.3,33127
1072657,2137,Breckenridge Brewery,1068607329,2.5,2.5,4.0,ngandhi,American Pale Wheat Ale,4.0,2.5,American Hefe Proper,4.0,9965
817589,99,Matt Brewing Company,1037036772,3.5,4.0,4.0,beerluvr,Black & Tan,3.5,3.5,Saranac Black & Tan,5.4,906
1176803,10099,Dogfish Head Brewery,1176789051,3.5,4.5,4.5,goochpunch,American Brown Ale,3.5,4.5,Indian Brown Ale,7.2,1161
216430,624,Tuckerman Brewing Co.,1135789323,4.0,3.0,3.0,Higravity,American Pale Ale (APA),3.5,3.5,Tuckerman's Pale Ale,5.5,1668
1020314,402,Old Dominion Brewing Company,1130421960,4.0,4.0,4.0,Phyl21ca,English Barleywine,4.0,4.0,Dominion Millennium Ale,11.4,24395
1455433,2681,Oskar Blues Grill & Brew,1308263878,3.5,3.5,4.0,projectflam86,American Double / Imperial IPA,3.5,3.0,GUBNA Imperial IPA,10.0,55412
375860,22,Unibroue,1299550715,4.5,3.5,3.5,CharlieMurphy,Belgian Dark Ale,4.5,4.0,Noire De Chambly / Chambly Noire,6.2,26072
852428,417,August Schell Brewing Company,1196057466,4.5,4.0,3.0,reillybeer,American Adjunct Lager,3.5,4.0,Grain Belt Premium,4.6,10364
48252,394,Stoudts Brewing Co.,1211229313,4.0,4.0,4.0,Brad007,American Pale Ale (APA),3.5,4.0,Stoudts American Pale Ale,5.0,1550
463163,559,Speakeasy Ales & Lagers,1267420340,4.0,4.5,5.0,1759Girl,American Porter,3.0,4.0,Payback Porter,7.5,54913
1310241,29,Anheuser-Busch,1193253731,2.5,2.5,2.0,berserker256,American Adjunct Lager,2.0,2.5,Budweiser,5.0,65
1079052,119,Otter Creek Brewing / Wolaver's,1256941375,3.5,3.5,3.5,Jwale73,American Pale Ale (APA),4.0,3.5,Otter Creek Pale Ale,4.6,432
824825,261,Cisco Brewers Inc.,1319498686,3.0,2.5,3.5,davewlfpckfan29,English Pale Ale,3.0,3.0,Whale's Tale Pale Ale,5.6,1439
156071,3818,Southern Tier Brewing Company,1280286297,3.5,4.5,4.5,kwjd,American Black Ale,4.0,3.0,Iniquity (Imperial Black Ale),9.0,47228
622287,10097,Harpoon Brewery,1241572416,4.5,3.5,4.5,nebula1999,Baltic Porter,5.0,5.0,Harpoon Leviathan - Baltic Porter,9.5,45934
770890,42,Brewery Ommegang,1308765617,4.5,3.5,5.0,scbrew,Flanders Red Ale,5.0,4.0,Ommegang Rouge,5.5,44091
159892,3818,Southern Tier Brewing Company,1172428219,2.5,3.0,3.0,MmmIPA,American IPA,2.5,2.5,IPA (India Pale Ale),7.3,9088
936289,287,"Bell's Brewery, Inc.",1159417206,4.5,4.0,4.0,maundythirsty,Wheatwine,4.0,4.5,Bell's Wheat Love,7.7,27265
1407421,664,Wells & Young's Ltd,1043260971,4.0,4.0,4.5,Mitchster,Oatmeal Stout,4.5,4.0,Young's Oatmeal Stout,5.2,48050
1096591,418,Left Hand Brewing Company,1321766262,5.0,4.0,4.0,samie85,American Porter,4.5,4.5,Fade To Black Volume 3 - Pepper Porter,7.5,73544
60625,16866,The Bruery,1309928031,4.0,4.0,3.0,marqoid,American Malt Liquor,3.5,4.0,Cornballer,9.5,66625
460894,12516,Thirsty Dog Brewing Company,1324941158,4.0,4.0,3.5,BrewStoutMagic,American Amber / Red Ale,4.0,4.0,Hoppus Maximus,5.0,27842
977083,10397,Sly Fox Brewing Company,1243490633,3.5,3.0,3.5,ShrLSU,American Double / Imperial IPA,3.0,3.0,Odyssey Imperial IPA,8.4,30470
505597,132,Rogue Ales,1293319328,4.0,4.0,3.5,midwestbrewers,Oatmeal Stout,3.5,4.0,Shakespeare Oatmeal Stout,6.1,56973
421226,73,Great Lakes Brewing Company,1161128441,4.0,4.0,4.5,Grundle20,American Pale Ale (APA),3.5,3.5,Great Lakes Burning River Pale Ale,6.0,225
634780,1114,Bullfrog Brewery,1251178326,4.0,4.0,4.0,joe1510,American Wild Ale,4.0,4.0,Liquid Sunshine Reserva,6.0,50934
1033646,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,1282697355,5.0,4.0,4.0,jbertsch,Märzen / Oktoberfest,4.5,4.0,Ayinger Oktober Fest-Märzen,5.8,1361
1336415,26,Three Floyds Brewing Co. & Brewpub,1322099669,3.5,4.0,5.0,zachary80,American Porter,4.0,3.5,Alpha Klaus Christmas (Xmas) Porter,6.0,7438
10557,365,Pike Pub & Brewery,1085688230,4.0,4.0,3.5,henrysunset,American Porter,3.5,3.5,Pike Old 89 Nitro Porter,,964
1025475,3760,Mill Street Brew Pub,1265769251,3.5,3.0,3.0,Gosox8787,American Blonde Ale,3.0,3.0,Mill Street Stock Ale,5.0,24454
717590,9035,Aiken Brewing Company,1200969241,3.0,3.0,3.5,abedenbaugh,American Pale Wheat Ale,3.0,2.0,Aiken Standard Bred Golden Honey Wheat,,16414
521059,113,Samuel Smith Old Brewery (Tadcaster),1242049463,5.0,4.0,4.0,JoshuaJ,English Porter,5.0,5.0,"Samuel Smith's, The Famous Taddy Porter",5.0,572
1447345,63,Deschutes Brewery,1205342512,2.5,3.5,3.5,GClarkage,American Amber / Red Ale,3.0,2.5,Green Lakes Organic Ale,5.2,40291
288264,35,Boston Beer Company (Samuel Adams),1322885156,2.5,2.5,3.0,ikats,Witbier,2.5,2.5,Samuel Adams Imperial White,10.3,47317
668324,288,Brauerei Heinrich Reissdorf,1178931718,4.0,3.0,3.0,jp62099,Kölsch,3.0,3.0,Reissdorf Kölsch,4.8,2040
1316556,28,Anchor Brewing Company,1280697718,4.5,4.5,4.5,TheSarge,English Barleywine,4.5,5.0,Anchor Old Foghorn,8.2,1445
605426,174,Latrobe Brewing Co.,1234580282,3.5,2.5,2.5,bmwats,American Adjunct Lager,2.5,3.0,Rolling Rock Extra Pale,4.6,567
1327544,26,Three Floyds Brewing Co. & Brewpub,1316195122,4.0,4.5,4.0,BeerAndBourbon,American Pale Ale (APA),4.5,4.0,Zombie Dust,6.2,64228
683888,15435,Beau's All Natural Brewing Company,1241880543,5.0,4.0,4.0,bobsy,American IPA,4.5,4.5,Beaver River IPEh?,5.5,49388
737967,826,Brasserie de l'Abbaye du Val-Dieu,1087497626,4.0,3.5,4.0,cbl2,Dubbel,4.5,4.0,Val-Dieu Brune,8.0,2575
628695,262,Shmaltz Brewing Company,1217960408,4.0,4.0,2.0,Buebie,American Strong Ale,4.0,4.0,He'Brew Rejewvenator (Year Of The Fig) 2008,7.8,42380
631354,262,Shmaltz Brewing Company,1167285923,3.5,3.0,4.5,mentor,Fruit / Vegetable Beer,4.0,4.0,He'Brew Genesis 10:10,10.0,30969
750659,148,Belhaven Brewery Company Ltd.,1322245696,3.0,3.0,3.5,StJamesGate,English India Pale Ale (IPA),3.0,3.0,Belhaven Twisted Thistle IPA,5.3,25989
884109,147,Stone Brewing Co.,1303952247,4.0,3.5,3.5,zhanson88,American Porter,3.5,4.0,Stone Smoked Porter With Chipotle,5.9,36707
1165200,10099,Dogfish Head Brewery,1176161507,4.5,4.0,3.0,jdhilt,Belgian Strong Dark Ale,3.5,4.0,Raison D'extra,18.0,3089
704804,378,Atlantic Brewing Company,1205848948,3.5,5.0,5.0,Risser09,Fruit / Vegetable Beer,3.0,2.5,Bar Harbor Blueberry Ale,5.2,2266
1376958,1432,Jackie O's Pub & Brewery,1297565877,3.5,4.0,3.5,callmemickey,American Double / Imperial Stout,4.0,3.5,Cellar Cuvee 2,,54655
1470770,458,Real Ale Brewing Company,1243442726,4.0,3.5,3.5,Kegatron,English Brown Ale,3.5,3.5,Brewhouse Brown Ale,5.4,2299
687485,252,Bayerische Staatsbrauerei Weihenstephan,1264145118,3.0,3.0,4.0,Stavage,German Pilsener,3.0,2.5,Weihenstephaner Pilsner,5.1,12599
1013400,143,Spoetzl Brewery,1265070944,3.0,3.0,3.5,NicholasCasber,Dortmunder / Export Lager,2.5,3.0,Shiner Fröst,5.5,55036
617967,10097,Harpoon Brewery,1223593735,3.5,4.0,4.5,HopDerek,American Double / Imperial IPA,4.5,4.0,Harpoon Leviathan - Imperial IPA,10.0,44755
514302,113,Samuel Smith Old Brewery (Tadcaster),1293826484,4.0,4.0,4.0,allengarvin,Fruit / Vegetable Beer,4.0,4.0,Samuel Smith's Organic Raspberry Fruit Beer,5.1,47410
673853,14400,Ninkasi Brewing Company,1206330216,3.0,4.0,4.0,SurlyDuff,American IPA,3.0,4.0,Total Domination IPA,6.7,32432
1255687,825,Brasserie de Blaugies,1195140355,3.5,4.0,3.0,OWSLEY069,Saison / Farmhouse Ale,3.0,3.5,La Moneuse,8.0,6436
485589,132,Rogue Ales,1001409780,4.0,4.0,4.5,John,Witbier,4.5,4.5,Half-E-Weizen,4.8,364
885311,147,Stone Brewing Co.,1270420880,3.5,3.0,4.5,SShelly,American Strong Ale,4.0,3.5,El Camino (Un)Real Black Ale,9.5,57114
