,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
252061,1141,Brasserie Dieu Du Ciel,1310784247,4.0,4.0,5.0,jera1350,Quadrupel (Quad),4.0,4.0,Rigor Mortis ABT,10.5,15760
941600,287,"Bell's Brewery, Inc.",1285338683,3.0,3.0,3.0,kbutler1,Fruit / Vegetable Beer,3.0,3.5,Bell's Cherry Ale,,20637
843542,72,Weisses Bräuhaus G. Schneider & Sohn GmbH,1223250503,5.0,4.0,4.0,Lupe,Hefeweizen,4.5,4.5,Schneider Weisse Original,5.4,3280
374798,22,Unibroue,1264695726,4.0,4.0,4.0,Daniellobo,Belgian Strong Dark Ale,4.0,4.0,Maudite,8.0,33
941652,287,"Bell's Brewery, Inc.",1142741009,4.0,4.0,4.0,brewcrew76,American Stout,3.5,3.5,Bell's Rye Stout,6.7,2009
739570,14952,Williamsburg AleWerks,1251937857,4.5,5.0,4.5,jnn4v,American Porter,4.5,4.5,Bourbon Barrel Porter,9.0,51591
1127514,105,Miller Brewing Co.,1020368140,1.5,1.0,3.0,packetknife,American Adjunct Lager,1.5,1.5,Red Dog,5.0,1207
434580,2089,ReaperAle,1162510365,4.0,3.5,4.5,Phocion,American Strong Ale,3.5,4.5,Ritual Dark Ale,8.5,24550
404045,694,Tröegs Brewing Company,1233450975,4.0,4.0,3.5,drunkmonk,American Porter,4.0,3.5,Tröegs Dead Reckoning Porter,5.4,12104
1154256,454,Arcadia Brewing Company,1217012537,4.5,4.0,4.0,plaid75,Rye Beer,4.0,4.5,Arcadia Sky High Rye,6.0,47210
1269954,203,Greene King / Morland Brewery,1070236305,3.5,1.0,3.0,feloniousmonk,English Pale Ale,2.5,2.0,Old Speckled Hen,5.2,637
105153,655,Boddingtons,1152667220,4.0,3.0,3.0,cdubb,English Pale Ale,4.5,4.0,Boddingtons Pub Ale,4.7,1798
1405871,1853,Sly Fox Brewing Company,1064701780,4.5,4.0,4.0,oberon,Scottish Ale,4.0,4.5,Burns' Scottish Ale,5.0,9363
358539,363,Big Time Brewery & Alehouse,1140742658,4.0,4.0,3.5,henrysunset,American IPA,4.5,4.0,Bhagwan's Best IPA,5.0,949
1017962,2470,The Brew Kettle Taproom & Smokehouse / Production Works,1307823411,3.5,3.0,3.0,Jeffo,American Double / Imperial Stout,3.0,4.0,Tunguska,10.8,59155
173716,94,Long Trail Brewing Co.,1297553178,4.5,3.5,3.5,JerzDevl2000,Altbier,4.0,4.0,Double Bag,7.2,273
587847,1549,Goose Island Beer Co.,1168659250,4.0,4.5,4.0,akorsak,American Double / Imperial IPA,4.5,4.5,Imperial IPA,9.0,14366
1016152,178,J.W. Lees & Co (Brewers) Ltd,1094532224,4.5,4.5,4.5,Rio,English Barleywine,4.5,4.5,J.W. Lees Vintage Harvest Ale,11.5,705
585980,16878,Marshall Brewing Company,1251595008,4.5,4.0,3.5,russpowell,American IPA,4.0,4.0,Atlas India Pale Ale,6.5,44331
500232,132,Rogue Ales,1036601353,3.5,4.5,4.0,dolem98,American Barleywine,5.0,4.0,XS Old Crustacean,11.5,2965
173017,221,Desnoes & Geddes Limited,1297661542,5.0,3.0,3.0,DCon,American Adjunct Lager,2.5,4.0,Red Stripe Jamaican Lager,4.7,689
927779,287,"Bell's Brewery, Inc.",1193184893,4.0,3.5,4.0,Neehan,American Double / Imperial Stout,3.5,4.5,Bell's Java Stout,7.5,2010
1251876,9792,Natty Greene's Pub & Brewing Co.,1263575564,3.5,3.5,4.0,Kegatron,American Amber / Red Ale,4.0,3.5,Buckshot Amber Ale,4.9,19165
491502,132,Rogue Ales,1203214266,4.0,3.0,4.0,HopWallop,Chile Beer,4.0,3.0,Chipotle Ale,5.5,354
999328,10707,Trader Joe's Brewing Company,1312586420,3.0,3.0,3.5,Morey,Czech Pilsener,3.5,3.0,Trader Joe's Bohemian Lager,5.0,21614
1568952,13947,High & Mighty Beer Co.,1220581684,3.0,3.5,3.5,SFLpunk,American Pale Lager,4.0,3.5,Purity Of Essence,5.4,43742
1007271,637,Brasserie Dupont sprl,1284786659,4.5,4.5,5.0,rudzud,Saison / Farmhouse Ale,4.0,4.5,Bière De Miel Biologique,8.0,1715
1240707,209,Guinness Ltd.,1236794369,4.5,4.0,4.5,Strand,Irish Red Ale,4.0,4.5,Smithwick's,4.5,29602
342558,207,Brasserie de Rochefort,1324063155,4.0,4.5,3.5,fx20736,Belgian Strong Dark Ale,3.0,4.0,Trappistes Rochefort 6,7.5,3842
442758,16333,Tallgrass Brewing Company,1321164959,4.0,4.0,4.5,feloniousmonk,Tripel,4.0,4.0,Velvet Rooster,8.5,74900
345879,2428,Brasserie Caulier,1193655026,4.5,4.5,4.5,thierrynantes,Belgian Strong Dark Ale,4.5,4.5,Bon-Secours Brune,8.0,9098
1349791,450,Yards Brewing Co.,1273120711,4.0,4.0,3.5,kshankar,Herbed / Spiced Beer,4.0,4.0,Poor Richard's Tavern Spruce Ale,5.0,26892
168390,610,Bear Republic Brewing Co.,1121273713,4.0,4.0,4.5,Boilermaker88,American IPA,3.5,3.5,Racer 5 India Pale Ale,7.0,2751
183786,396,AleSmith Brewing Company,1304793919,4.0,4.0,3.5,iguenard,American Pale Ale (APA),4.5,4.0,AleSmith X,5.0,1370
975484,470,Abbaye de Leffe S.A.,1212624025,4.5,3.5,4.0,PiecefulToker,Belgian Pale Ale,4.0,4.0,Leffe Blonde,6.6,2137
1416948,139,Shipyard Brewing Co.,1303259920,3.0,3.0,3.5,DrinkingDrake,English India Pale Ale (IPA),3.0,3.5,Shipyard IPA,5.8,693
1031443,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,1069292123,4.5,4.5,5.0,rkhaze,Doppelbock,4.5,4.5,Ayinger Celebrator Doppelbock,6.7,131
623836,10097,Harpoon Brewery,1245824960,4.0,4.0,2.5,LestatSabastian,Fruit / Vegetable Beer,3.5,4.0,UFO Raspberry Hefeweizen,5.1,28672
1524021,45,Brooklyn Brewery,1312331122,3.5,4.0,3.5,kylehay2004,English Pale Ale,2.5,4.0,Brooklyn Summer Ale,5.0,32631
1258456,112,North Coast Brewing Co.,1102221402,4.5,4.0,4.0,Troyone,American IPA,4.5,4.0,ACME California IPA,6.5,403
389342,3,Abita Brewing Co.,1226638689,4.0,3.5,4.5,ballewblake,American IPA,4.0,4.0,Jockamo IPA,6.5,39390
556297,467,Summit Brewing Company,1265499809,4.0,3.5,4.0,kindestcut,American Amber / Red Ale,4.0,4.0,Summit Horizon Red Ale,5.7,49279
1035401,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,1213712331,4.0,3.5,3.5,mdagnew,Dortmunder / Export Lager,3.5,4.0,Ayinger Jahrhundert Bier,5.5,133
1481437,124,Paulaner Brauerei GmbH & Co. KG,1220121986,4.0,3.5,4.0,nrbw23,Märzen / Oktoberfest,4.0,4.0,Paulaner Oktoberfest-Märzen,6.0,386
1042910,4048,Mt. Begbie Brewing Co.,1287461148,4.0,4.0,3.5,northyorksammy,American IPA,3.5,4.0,Nasty Habit India Pale Ale,6.0,55875
620169,10097,Harpoon Brewery,1194232259,3.5,3.5,3.0,CHADMC3,Winter Warmer,3.0,3.5,Harpoon Winter Warmer,5.5,310
1125458,105,Miller Brewing Co.,1035580886,2.5,2.5,2.5,ElGuapo,American Adjunct Lager,2.5,3.0,Miller High Life,5.0,580
1350199,7944,Ridgeway Brewing,1131758776,4.0,3.5,3.5,ADR,Foreign / Export Stout,3.5,3.0,Lump Of Coal,8.0,20905
1175349,10099,Dogfish Head Brewery,1076038342,3.5,4.5,3.5,Bierguy5,American Double / Imperial IPA,4.0,4.0,90 Minute IPA,9.0,2093
22287,1199,Founders Brewing Company,1226528773,4.5,4.5,4.5,Monkeyknife,American Double / Imperial Stout,4.5,4.5,Founders Breakfast Stout,8.3,11757
163647,610,Bear Republic Brewing Co.,1264297970,4.0,4.0,4.5,nhopkin,Rye Beer,4.0,4.0,Hop Rod Rye,8.0,3158
326315,447,Pabst Brewing Company,1169571426,4.0,3.5,3.0,veech,American Adjunct Lager,3.5,3.5,Stroh's,4.6,1330
1419829,738,Brasserie Fantôme,1141335484,4.5,2.5,4.5,oberon,Saison / Farmhouse Ale,4.5,4.0,Fantôme Saison D'Erezée - Hiver,8.0,7978
1187283,10099,Dogfish Head Brewery,1285912203,4.0,4.0,3.5,mmva321,Herbed / Spiced Beer,4.5,3.5,Midas Touch Golden Elixir,9.0,1587
159824,3818,Southern Tier Brewing Company,1193716213,4.0,4.0,4.0,sawbones420,American IPA,4.0,4.5,IPA (India Pale Ale),7.3,9088
1124020,1339,De Leyerth Brouwerijen (Urthel),1183065328,3.5,4.0,4.5,cjgator3,Belgian Strong Dark Ale,4.0,4.0,Urthel Vlaemse Bock,7.5,27186
692725,252,Bayerische Staatsbrauerei Weihenstephan,1280771724,5.0,5.0,4.5,leokbelo,Hefeweizen,5.0,4.5,Weihenstephaner Hefeweissbier,5.4,731
1218012,4,Allagash Brewing Company,1048366954,4.5,4.0,4.5,TheLongBeachBum,Witbier,4.0,4.0,Allagash White,5.2,59
211667,22051,Odonata Beer Company,1280108183,4.0,4.0,3.0,Ghenna,Saison / Farmhouse Ale,4.5,4.5,Saison (Bottle),6.4,59216
257204,4051,Mammoth Brewing Company,1323143335,4.0,4.5,4.0,mjyoung,American Double / Imperial Stout,4.5,4.0,2010 Bluesapalooza,9.0,61367
312126,35,Boston Beer Company (Samuel Adams),1067492820,4.0,3.5,3.5,HCYJ,Milk / Sweet Stout,3.5,4.0,Samuel Adams Cream Stout,4.9,1879
975956,8768,Greenpoint Beerworks / Kelso of Brooklyn,1303944572,4.0,4.0,4.0,Fikash,American IPA,4.0,4.0,Kelso IPA,6.0,57400
46591,1,"Plzensky Prazdroj, a. s.",1158619722,3.0,3.0,3.5,sockeye101,Czech Pilsener,3.5,3.0,Pilsner Urquell,4.4,429
815566,99,Matt Brewing Company,1205904370,4.0,4.0,4.0,Jason,Bock,4.0,4.0,Saranac Black Diamond Bock,6.0,34304
642907,30,Avery Brewing Company,1246816906,4.0,4.0,4.5,webmanspidey,American Double / Imperial IPA,4.0,4.0,Maharaja,10.3,22352
1547344,345,Victory Brewing Company,1089545651,4.0,4.0,4.5,goindownsouth,English Dark Mild Ale,4.0,4.0,Victory Dark Mild,3.5,17793
1464453,96,Magic Hat Brewing Company,1248712439,4.0,4.0,3.0,rfgetz,Fruit / Vegetable Beer,3.5,4.0,#9,5.1,299
1008701,555,Feldschlösschen Beverages Group,1280514661,2.5,2.5,2.5,eduardolinhalis,Euro Pale Lager,2.5,2.5,Cardinal Original Draft,4.9,54213
1097512,418,Left Hand Brewing Company,1206770470,4.0,4.0,4.0,rye726,Winter Warmer,4.0,4.0,XXXmas Ale,8.6,7782
1394140,828,Brouwerij Oud Beersel,1303574304,4.0,4.0,4.0,NilsFrisk,Gueuze,3.0,3.5,Oud Beersel Oude Geuze Vieille,6.0,2595
18443,1199,Founders Brewing Company,1239150212,4.0,3.5,4.0,tburkhart,Fruit / Vegetable Beer,4.0,3.5,Founders Cerise,6.5,48911
469070,392,Weyerbacher Brewing Co.,1288273032,4.0,3.5,2.5,chaz410,American IPA,4.0,3.5,Harvest Ale,6.2,44888
869836,147,Stone Brewing Co.,1290224027,4.5,4.5,4.5,dogfishandi,American Strong Ale,4.5,4.5,Arrogant Bastard Ale,7.2,92
1528473,45,Brooklyn Brewery,1162852771,5.0,5.0,5.0,nortmand,Russian Imperial Stout,5.0,5.0,Brooklyn Black Chocolate Stout,10.0,680
470023,392,Weyerbacher Brewing Co.,1227638204,4.0,4.0,4.0,paulthebeerguru,Winter Warmer,4.0,4.0,Winter Ale,5.6,1591
